Vote ID,File,Order of vote,Date,O'clock,Title,Title_Ro,Title_Fr,Title_German,Title_Polski,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,interinstitutional file number,Link,Committee responsabile,De/Policy area,Subject,Subject_ro,Subject_fr,Subject_ger,Subject_pl,Final vote?,Am No.,Author,RCV,Vote,Yeas,No,Abs,is_main
7560,182.0,1.0,05.07.2018,,European Travel Information and Authorisation System (ETIAS),,,,,***I,Leg,Draft legislative resolution,s,Gál,A8-0322/2017,2016/0357A/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0322&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Provisional agreement,,,,,0.0,363,committee,RCV,+,494,115,30,0.0
7561,182.0,1.0,05.07.2018,,European Travel Information and Authorisation System (ETIAS): Europol tasks,,,,,***I,Leg,Draft legislative resolution,s,Gál,A8-0323/2017,2016/0357B/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0323&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Provisional agreement,,,,,0.0,3,committee,RCV,+,489,117,28,0.0
7562,182.0,1.0,05.07.2018,,Financial rules applicable to the general budget of the Union,,,,,***I,Bud,Draft legislative resolution,s,Gräßle/Ashworth,A8-0211/2017,2016/0282/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0211&language=EN,"Committee on Budgets, Committee on Budgetary Control",Budget,Provisional agreement,,,,,0.0,653,committee,RCV,+,485,41,109,0.0
7563,182.0,1.0,05.07.2018,,"European Agency for the operational management of large-scale IT systems in the area of freedom, security and justice",,,,,***I,Leg,Draft legislative resolution,s,Macovei,A8-0404/2017,2017/0145/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0404&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Provisional agreement,,,,,0.0,108,committee,RCV,+,541,71,20,0.0
7564,182.0,1.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 1,,,,,0.0,35,EUL/NGL,RCV,-,89,506,41,0.0
7565,182.0,2.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 1,,,,,0.0,,0,RCV,+,369,251,14,0.0
7566,182.0,3.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 4,,,,,0.0,1,EPP,RCV,+,458,108,67,0.0
7567,182.0,4.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 4,,,,,0.0,1,EPP,RCV,+,309,181,136,0.0
7568,182.0,5.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 10,,,,,0.0,17,EFDD,RCV,-,268,330,28,0.0
7569,182.0,6.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 21,,,,,0.0,38,EUL/NGL,RCV,-,87,474,72,0.0
7570,182.0,7.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 28,,,,,0.0,18,EFDD,RCV,-,118,485,24,0.0
7571,182.0,8.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 30,,,,,0.0,19,EFDD,RCV,-,169,411,43,0.0
7572,182.0,9.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 31,,,,,0.0,2,EPP,RCV,+,454,135,33,0.0
7573,182.0,10.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 32,,,,,0.0,40,EUL/NGL,RCV,-,72,521,30,0.0
7574,182.0,11.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 32,,,,,0.0,41,EUL/NGL,RCV,-,72,520,26,0.0
7575,182.0,12.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 32,,,,,0.0,42,EUL/NGL,RCV,-,53,542,30,0.0
7576,182.0,13.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 32,,,,,0.0,43,EUL/NGL,RCV,-,72,525,26,0.0
7577,182.0,14.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 36,,,,,0.0,26,EUL/NGL,RCV,-,154,437,40,0.0
7578,182.0,15.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 38,,,,,0.0,27,EUL/NGL,RCV,-,99,467,58,0.0
7579,182.0,16.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 38,,,,,0.0,31,EUL/NGL,RCV,-,144,456,27,0.0
7580,182.0,17.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,Paragraph 56,,,,,0.0,20,EFDD,RCV,-,145,372,104,0.0
7581,182.0,18.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,Paragraph 56,,,,,0.0,10,ENF,RCV,-,125,446,42,0.0
7582,182.0,19.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,Paragraph 57,,,,,0.0,11,ENF,RCV,-,81,514,23,0.0
7583,182.0,20.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 58,,,,,0.0,32,EUL/NGL,RCV,-,242,292,89,0.0
7584,182.0,21.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,Paragraph 60,,,,,0.0,12,ENF,RCV,-,114,495,10,0.0
7585,182.0,22.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,After paragraph 60,,,,,0.0,23,EFDD,RCV,-,207,376,44,0.0
7586,182.0,23.0,05.07.2018,,2019 budget - Trilogue mandate,,,,,,Non,Motion for resolution,s,Viotti,A8-0247/2018,2018/2024/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0247&language=EN,Committee on Budgets,Budget,vote: resolution (as a whole),,,,,1.0,,0,RCV,+,399,146,87,1.0
7587,182.0,1.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point g",,,,,0.0,1,EFDD ,RCV,-,98,518,7,0.0
7588,182.0,2.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point h",,,,,0.0,2,EFDD ,,-,57,537,17,0.0
7589,182.0,3.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point i",,,,,0.0,3D,EFDD ,RCV,-,72,489,56,0.0
7590,182.0,4.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point i",,,,,0.0,,original text,RCV,+,434,158,25,0.0
7591,182.0,5.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point j",,,,,0.0,4D,EFDD,RCV,-,133,470,14,0.0
7592,182.0,6.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point n",,,,,0.0,5D,EFDD,RCV,-,67,531,18,0.0
7593,182.0,7.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point x",,,,,0.0,,original text,RCV,-,267,304,36,0.0
7594,182.0,8.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point z",,,,,0.0,6D,EFDD,RCV,-,44,546,16,0.0
7595,182.0,9.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point as",,,,,0.0,7,EFDD,RCV,-,118,469,17,0.0
7596,182.0,10.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point aap",,,,,0.0,,original text,RCV,+,432,127,46,0.0
7597,182.0,11.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point aap",,,,,0.0,,original text,RCV,+,371,174,48,0.0
7598,182.0,12.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point aap",,,,,0.0,,original text,RCV,+,552,31,14,0.0
7599,182.0,13.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point aap",,,,,0.0,,original text,RCV,+,416,132,52,0.0
7600,182.0,14.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point aap",,,,,0.0,,original text,RCV,+,368,204,33,0.0
7601,182.0,15.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point abm",,,,,0.0,8,EFDD,RCV,-,142,460,9,0.0
7602,182.0,16.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,"Paragraph 1, point abm",,,,,0.0,,original text,RCV,-,269,324,17,0.0
7603,182.0,17.0,05.07.2018,,73rd Session of the UN General Assembly,,,,,,Non,Draft legislative resolution,s,Freund,A8-0230/2018,2018/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0230&language=EN,Committee on Foreign Affair,Foreign and security policy,vote: recommendation (as a whole),,,,,1.0,,0,RCV,+,390,103,110,1.0
7604,182.0,1.0,05.07.2018,,The migration crisis and humanitarian situation in Venezuela and at its borders,,,,,,Non,Motion for resolution,s,0,RC-B8-0315/2018,2018/2770/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2018-0315&language=EN,0,Foreign and security policy,vote: resolution (as a whole),,,,,1.0,,0,RCV,+,455,100,29,1.0
7605,182.0,1.0,05.07.2018,,Motions for resolutions - Guidelines for Member States to prevent humanitarian assistance being criminalised,,,,,,Non,Motion for resolution,s,0,B8-0314/2018,2018/2769/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2018-0314&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 3,,,,,0.0,5,ENF,RCV,-,73,488,14,0.0
7606,182.0,1.0,05.07.2018,,Adequacy of the protection afforded by the EU-US Privacy Shield,,,,,,Non,Motion for resolution,s,0,B8-0305/2018,2018/2645/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2018-0305&language=EN,0,"Civil liberties, justice & home affairs",vote: resolution (as a whole),,,,,1.0,,0,RCV,+,303,223,29,1.0
7607,182.0,1.0,05.07.2018,,Motions for resolutions - The adverse effects of the US Foreign Account Tax Compliance Act on EU citizens,,,,,,Non,Motion for resolution,s,0,B8-0306/2018,2018/2646/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2018-0306&language=EN,0,Petitions,vote: resolution (as a whole),,,,,1.0,,0,RCV,+,470,43,26,1.0
7608,182.0,1.0,05.07.2018,,Statute for social and solidarity-based enterprises,,,,,,Non,Motion for resolution,q,Maštálka,A8-0231/2018,2016/2237/INL,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0231&language=EN,Committee on Legal Affairs,Legal affairs,vote: resolution (as a whole),,,,,1.0,,0,RCV,+,398,78,44,1.0
7609,182.0,1.0,10.09.2018,,Changes to the agenda (adopted on 10 September 2018) - ECR request,,,,,,Non,Proposal for a decision,s,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20180910&secondRef=SIT&language=EN,0,Internal regulations of the EP,vote: decision,,,,,1.0,,0,RCV,+,265,23,7,1.0
7610,183.0,2.0,10.09.2018,,Changes to the agenda (adopted on 10 September 2018) - GUE/NGL request,,,,,,Non,Proposal for a decision,s,0,0,0,http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20180910&secondRef=SIT&language=EN,0,Internal regulations of the EP,vote: decision,,,,,1.0,,0,RCV,+,146,137,13,1.0
7611,184.0,1.0,11.09.2018,,Equivalence of field inspections,,,,,***I,Leg,Draft legislative resolution,s,Siekierski,A8-0253/2018,2017/0297/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0253&language=EN,Committee on Agriculture and Rural Development,Agriculture ,single vote,,,,,1.0,,0,RCV,+,543,75,45,1.0
7612,184.0,1.0,11.09.2018,,Common system of value added tax as regards the special scheme for small enterprises,,,,,*,Leg,Draft legislative resolution,s,Vandenkendelaere,A8-0260/2018,2018/0006/CNS,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0260&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,single vote,,,,,1.0,,0,RCV,+,618,40,24,1.0
7613,184.0,1.0,11.09.2018,,Implementing decision on subjecting the new psychoactive substances cyclopropylfentanyl and methoxyacetylfentanyl to control measures,,,,,*,Leg,Draft legislative resolution,s,Škripek,A8-0271/2018,2018/0118/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0271&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",single vote,,,,,1.0,,0,RCV,+,635,11,37,1.0
7614,184.0,1.0,11.09.2018,,"Mobilisation of the European Union Solidarity Fund to provide assistance to Bulgaria, Greece, Lithuania and Poland",,,,,,Bud,Motion for resolution,q,Lewandowski,A8-0272/2018,2018/2078/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0272&language=EN,Committee on Budgets,Budget,single vote,,,,,1.0,,0,RCV,+,652,26,4,1.0
7615,184.0,1.0,11.09.2018,,"Draft Amending Budget No 4/2018: mobilisation of the European Union Solidarity Fund to provide assistance to Bulgaria, Greece, Lithuania and Poland",,,,,,Bud,Motion for resolution,s,Mureşan,A8-0273/2018,2018/2082/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0273&language=EN,Committee on Budgets,Budget,single vote,,,,,1.0,,0,RCV,+,654,26,3,1.0
7616,184.0,1.0,11.09.2018,,The impact of EU cohesion policy on Northern Ireland,,,,,,Non,Explanatory statement - summary of facts and findings,s,Vaughan,A8-0240/2018,2017/2225/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0240&language=EN,Committee on Regional Development,Regional development,single vote,,,,,1.0,,0,RCV,+,565,51,65,1.0
7617,184.0,1.0,11.09.2018,,Specific measures for Greece,,,,,,Non,Explanatory statement - summary of facts and findings,s,Arimont,A8-0244/2018,2018/2038/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0244&language=EN,Committee on Regional Development,Regional development,single vote,,,,,1.0,,0,RCV,+,591,71,19,1.0
7618,184.0,1.0,11.09.2018,,Pathways for the reintegration of workers recovering from injury and illness into quality employment,,,,,,Non,Motion for resolution,s,Žitňanská,A8-0208/2018,2017/2277/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0208&language=EN,Committee on Employment and Social Affairs,Employment & social affairs,single vote,,,,,1.0,,0,RCV,+,626,31,26,1.0
7619,184.0,1.0,11.09.2018,,Relationships between the EU and third countries concerning financial services regulation and supervision,,,,,,Non,Motion for resolution,s,Hayes,A8-0263/2018,2017/2253/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0263&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,single vote,,,,,1.0,,0,RCV,+,564,71,49,1.0
7620,184.0,1.0,11.09.2018,,Boosting growth and cohesion in EU border regions ,,,,,,Non,Motion for resolution,s,Hetman,A8-0266/2018,2018/2054/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0266&language=EN,Committee on Regional Development,Regional development,single vote,,,,,1.0,,0,RCV,+,594,58,35,1.0
7621,184.0,1.0,11.09.2018,,European Solidarity Corps ,,,,,,Non,Draft legislative resolution,s,Trüpel,A8-0060/2018,2017/0102/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0060&language=EN,Committee on Culture and Education,Culture & education,"Proposal to reject the
Commission proposal",,,,,0.0,178,EFDD,RCV,-,112,539,34,0.0
7622,184.0,2.0,11.09.2018,,European Solidarity Corps ,,,,,,Non,Draft legislative resolution,s,Trüpel,A8-0060/2018,2017/0102/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0060&language=EN,Committee on Culture and Education,Culture & education,Provisional agreement,,,,,0.0,175,committee,RCV,+,519,132,32,0.0
7623,184.0,1.0,11.09.2018,,Structural Reform Support Programme: financial envelope and general objective,,,,,***I,Leg,Draft legislative resolution,s,Tomašić,A8-0227/2018,A8-0227/2018,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0227&language=EN,Committee on Regional Development,Regional development,"Proposal to reject the
Commission proposal",,,,,0.0,"22 =
23 =
24 =","EFDD
ENF
EUL/NGL",RCV,-,123,538,30,0.0
7624,184.0,2.0,11.09.2018,,Structural Reform Support Programme: financial envelope and general objective,,,,,***I,Leg,Draft legislative resolution,s,Tomašić,A8-0227/2018,A8-0227/2018,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0227&language=EN,Committee on Regional Development,Regional development,Provisional agreement,,,,,0.0,19,committee,RCV,+,489,170,32,0.0
7625,184.0,1.0,11.09.2018,,Euratom Programme complementing the Horizon 2020 Framework Programme,,,,,*,Leg,Draft legislative resolution,s,Harms,A8-0258/2018,2017/0312/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0258&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",Amendments by the committee responsible - separate vote,,,,,0.0,5,committee,RCV,+,584,92,15,0.0
7626,184.0,2.0,11.09.2018,,Euratom Programme complementing the Horizon 2020 Framework Programme,,,,,*,Leg,Draft legislative resolution,s,Harms,A8-0258/2018,2017/0312/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0258&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy","Article 3, paragraph 1",,,,,0.0,40,Greens/ EFA,RCV,-,207,476,10,0.0
7627,184.0,3.0,11.09.2018,,Euratom Programme complementing the Horizon 2020 Framework Programme,,,,,*,Leg,Draft legislative resolution,s,Harms,A8-0258/2018,2017/0312/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0258&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy","Article 3, paragraph 1",,,,,0.0,18,committee,RCV,+,485,192,18,0.0
7628,184.0,4.0,11.09.2018,,Euratom Programme complementing the Horizon 2020 Framework Programme,,,,,*,Leg,Draft legislative resolution,s,Harms,A8-0258/2018,2017/0312/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0258&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy","Article 4, paragraph 1, subparagraph 1, point a",,,,,0.0,44D,Greens/ EFA,RCV,-,121,536,34,0.0
7629,184.0,5.0,11.09.2018,,Euratom Programme complementing the Horizon 2020 Framework Programme,,,,,*,Leg,Draft legislative resolution,s,Harms,A8-0258/2018,2017/0312/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0258&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy","Annex I, paragraph 6, point e",,,,,0.0,46D,Greens/ EFA,RCV,-,116,551,26,0.0
7630,184.0,6.0,11.09.2018,,Euratom Programme complementing the Horizon 2020 Framework Programme,,,,,*,Leg,Draft legislative resolution,s,Harms,A8-0258/2018,2017/0312/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0258&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy","Annex I, paragraph 6, point i",,,,,0.0,48D,Greens/ EFA,RCV,-,135,536,25,0.0
7631,184.0,7.0,11.09.2018,,Euratom Programme complementing the Horizon 2020 Framework Programme,,,,,*,Leg,Draft legislative resolution,s,Harms,A8-0258/2018,2017/0312/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0258&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy","Annex I, paragraph 9, point e, paragraph 3",,,,,0.0,49D,Greens/ EFA,RCV,-,125,537,30,0.0
