Vote ID,File,Order of vote,Date,O'clock,Title,Title_Ro,Title_Fr,Title_German,Title_Polski,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,interinstitutional file number,Link,Committee responsabile,De/Policy area,Subject,Subject_ro,Subject_fr,Subject_ger,Subject_pl,Final vote?,Am No.,Author,RCV,Vote,Yeas,No,Abs,is_main
4601,107.0,88.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 8",,,,,0.0,322,40+MEPs,RCV,-,249,430,11,0.0
4602,107.0,89.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 8",,,,,0.0,374,EFDD,RCV,-,215,485,3,0.0
4603,107.0,90.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Annex I, article 8",,,,,0.0,375,EFDD,RCV,-,129,547,28,0.0
4604,107.0,91.0,13.12.2016,,General revision of Parliament's Rules of Procedure,,,,,,Non,Proposal for a decision,s,Corbett,A8-0344/2016,2016/2114/REG,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0344&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,Vote: proposal for decision,,,,,1.0,,0,RCV,+,548,145,13,1.0
4605,107.0,1.0,13.12.2016,,Situation of fundamental rights in the European Union in 2015,,,,,,Non,Motion for resolution,s,Nagy,A8-0345/2016,2016/2009/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0345&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 25,,,,,0.0,6,ENF,RCV,-,78,558,59,0.0
4606,107.0,2.0,13.12.2016,,Situation of fundamental rights in the European Union in 2015,,,,,,Non,Motion for resolution,s,Nagy,A8-0345/2016,2016/2009/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0345&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 44,,,,,0.0,,original text,RCV,+,638,9,57,0.0
4607,107.0,3.0,13.12.2016,,Situation of fundamental rights in the European Union in 2015,,,,,,Non,Motion for resolution,s,Nagy,A8-0345/2016,2016/2009/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0345&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 53,,,,,0.0,7,ENF,RCV,-,91,543,68,0.0
4608,107.0,4.0,13.12.2016,,Situation of fundamental rights in the European Union in 2015,,,,,,Non,Motion for resolution,s,Nagy,A8-0345/2016,2016/2009/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0345&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 57,,,,,0.0,8,ENF,RCV,-,93,549,58,0.0
4610,107.0,5.0,13.12.2016,,Situation of fundamental rights in the European Union in 2015,,,,,,Non,Motion for resolution,s,Nagy,A8-0345/2016,2016/2009/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0345&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Subheading after paragraph  137,,,,,0.0,9,EUL/NGL,RCV,-,327,328,45,0.0
4611,107.0,6.0,13.12.2016,,Situation of fundamental rights in the European Union in 2015,,,,,,Non,Motion for resolution,s,Nagy,A8-0345/2016,2016/2009/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0345&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After paragraph 137,,,,,0.0,10,EUL/NGL,RCV,-,327,357,17,0.0
4612,107.0,7.0,13.12.2016,,Situation of fundamental rights in the European Union in 2015,,,,,,Non,Motion for resolution,s,Nagy,A8-0345/2016,2016/2009/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0345&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After paragraph 137,,,,,0.0,11,EUL/NGL,RCV,+,347,316,36,0.0
4613,107.0,8.0,13.12.2016,,Situation of fundamental rights in the European Union in 2015,,,,,,Non,Motion for resolution,s,Nagy,A8-0345/2016,2016/2009/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0345&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After paragraph 137,,,,,0.0,12,EUL/NGL,RCV,-,299,344,50,0.0
4614,107.0,9.0,13.12.2016,,Situation of fundamental rights in the European Union in 2015,,,,,,Non,Motion for resolution,s,Nagy,A8-0345/2016,2016/2009/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0345&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Recital Y,,,,,0.0,5,ENF,RCV,-,92,564,45,0.0
4615,107.0,10.0,13.12.2016,,Situation of fundamental rights in the European Union in 2015,,,,,,Non,Motion for resolution,s,Nagy,A8-0345/2016,2016/2009/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0345&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: resolution,,,,,1.0,,0,RCV,+,456,138,104,1.0
4616,107.0,1.0,13.12.2016,,A coherent EU policy for cultural and creative industries,,,,,,Non,Motion for resolution,s,"Ehler,Morgano",A8-0357/2016,2016/2072/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0357&language=EN,"Committee on Industry, Research and Energy, Committee on Culture and Education","Industry, research & energy",Paragraph 13,,,,,0.0,,original text,RCV,+,411,258,34,0.0
4617,107.0,2.0,13.12.2016,,A coherent EU policy for cultural and creative industries,,,,,,Non,Motion for resolution,s,"Ehler,Morgano",A8-0357/2016,2016/2072/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0357&language=EN,"Committee on Industry, Research and Energy, Committee on Culture and Education","Industry, research & energy",Paragraph 24,,,,,0.0,,original text,RCV,+,572,124,9,0.0
4618,107.0,3.0,13.12.2016,,A coherent EU policy for cultural and creative industries,,,,,,Non,Motion for resolution,s,"Ehler,Morgano",A8-0357/2016,2016/2072/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0357&language=EN,"Committee on Industry, Research and Energy, Committee on Culture and Education","Industry, research & energy",Paragraph 38,,,,,0.0,,original text,RCV,+,490,156,58,0.0
4619,107.0,4.0,13.12.2016,,A coherent EU policy for cultural and creative industries,,,,,,Non,Motion for resolution,s,"Ehler,Morgano",A8-0357/2016,2016/2072/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0357&language=EN,"Committee on Industry, Research and Energy, Committee on Culture and Education","Industry, research & energy",Paragraph 38,,,,,0.0,,original text,RCV,+,385,256,48,0.0
4620,107.0,5.0,13.12.2016,,A coherent EU policy for cultural and creative industries,,,,,,Non,Motion for resolution,s,"Ehler,Morgano",A8-0357/2016,2016/2072/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0357&language=EN,"Committee on Industry, Research and Energy, Committee on Culture and Education","Industry, research & energy",Paragraph 42,,,,,0.0,,original text,RCV,+,428,230,41,0.0
4621,107.0,6.0,13.12.2016,,A coherent EU policy for cultural and creative industries,,,,,,Non,Motion for resolution,s,"Ehler,Morgano",A8-0357/2016,2016/2072/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0357&language=EN,"Committee on Industry, Research and Energy, Committee on Culture and Education","Industry, research & energy",Paragraph 61,,,,,0.0,,original text,RCV,+,500,177,28,0.0
4622,107.0,7.0,13.12.2016,,A coherent EU policy for cultural and creative industries,,,,,,Non,Motion for resolution,s,"Ehler,Morgano",A8-0357/2016,2016/2072/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0357&language=EN,"Committee on Industry, Research and Energy, Committee on Culture and Education","Industry, research & energy",vote: resolution,,,,,1.0,,original text,RCV,+,540,77,85,1.0
4623,107.0,1.0,13.12.2016,,Rights of women in the Eastern Partnership States,,,,,,Non,Motion for resolution,s,Gabriel,A8-0365/2016,2016/2060/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0365&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 37,,,,,0.0,,original text,RCV,+,556,71,65,0.0
4624,107.0,2.0,13.12.2016,,Rights of women in the Eastern Partnership States,,,,,,Non,Motion for resolution,s,Gabriel,A8-0365/2016,2016/2060/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0365&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 37,,,,,0.0,,original text,RCV,+,618,13,44,0.0
4625,107.0,3.0,13.12.2016,,Rights of women in the Eastern Partnership States,,,,,,Non,Motion for resolution,s,Gabriel,A8-0365/2016,2016/2060/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0365&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 38,,,,,0.0,,original text,RCV,+,517,127,50,0.0
4626,107.0,4.0,13.12.2016,,Rights of women in the Eastern Partnership States,,,,,,Non,Motion for resolution,s,Gabriel,A8-0365/2016,2016/2060/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0365&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 38,,,,,0.0,,original text,RCV,+,497,108,72,0.0
4627,107.0,5.0,13.12.2016,,Rights of women in the Eastern Partnership States,,,,,,Non,Motion for resolution,s,Gabriel,A8-0365/2016,2016/2060/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0365&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 38,,,,,0.0,,original text,RCV,+,432,191,55,0.0
4628,107.0,6.0,13.12.2016,,Rights of women in the Eastern Partnership States,,,,,,Non,Motion for resolution,s,Gabriel,A8-0365/2016,2016/2060/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0365&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Recital I,,,,,0.0,,original text,RCV,+,487,160,44,0.0
4629,107.0,7.0,13.12.2016,,Rights of women in the Eastern Partnership States,,,,,,Non,Motion for resolution,s,Gabriel,A8-0365/2016,2016/2060/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0365&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,vote: resolution,,,,,1.0,,0,RCV,+,505,68,103,1.0
4630,108.0,1.0,14.12.2016,,Insolvency proceedings and insolvency practitioners,,,,,***I,Leg,Draft legislative resolution,s,Zwiefka,A8-0324/2016,2016/0159/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0324&language=EN,Committee on Legal Affairs,Legal affairs,single vote,,,,,1.0,,0,RCV,+,624,30,32,1.0
4631,108.0,1.0,14.12.2016,,EC-Uzbekistan Partnership and Cooperation Agreement and bilateral trade in textiles,,,,,***,Leg,Draft legislative resolution,s,Arena,A8-0332/2016,2010/0323/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0332&language=EN,Committee on International Trade,International trade,vote consent,,,,,1.0,,0,RCV,+,564,100,41,1.0
4632,108.0,1.0,14.12.2016,,EC-Uzbekistan Partnership and Cooperation Agreement and bilateral trade in textiles (resolution),,,,,,Non,Motion for resolution,s,Arena,A8-0330/2016,2016/2226/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0330&language=EN,Committee on International Trade,International trade,single vote,,,,,1.0,,0,RCV,+,567,68,69,1.0
4633,108.0,1.0,14.12.2016,,EU-Colombia and Peru Trade Agreement (accession of Ecuador),,,,,***,Leg,Draft legislative resolution,s,Scholz,A8-0362/2016,2016/0092/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0362&language=EN,Committee on International Trade,International trade,vote consent,,,,,1.0,,0,RCV,+,544,114,44,1.0
4634,108.0,1.0,14.12.2016,,EU-Norway Agreement on reciprocal access to fishing in the Skagerrak,,,,,***,Leg,Draft legislative resolution,s,Dohrmann,A8-0321/2016,2016/0192/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0321&language=EN,Committee on Fisheries,Fisheries,vote consent,,,,,1.0,,0,RCV,+,670,28,7,1.0
4635,108.0,1.0,14.12.2016,,EU-Norway Agreement on reciprocal access to fishing in the Skagerrak (resolution,,,,,,Non,Motion for resolution,s,Dohrmann,A8-0320/2016,2016/2229/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0320&language=EN,Committee on Fisheries,Fisheries,single vote,,,,,1.0,,0,RCV,+,638,10,49,1.0
4636,108.0,1.0,14.12.2016,,Agreement on Operational and Strategic Cooperation between Georgia and Europol,,,,,*,Leg,Draft legislative resolution,s,Moraes,A8-0343/2016,2016/0810/CNS,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0343&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",single vote,,,,,1.0,,0,RCV,+,544,99,66,1.0
4637,108.0,1.0,14.12.2016,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2016/004 ES/Comunidad Valenciana automotive,,,,,,Bud,Motion for resolution,s,Pons,A8-0379/2016,2016/2298/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0379&language=EN,Committee on Budgets,Budget,After paragraph 18,,,,,0.0,4,EUL/NGL,RCV,-,294,395,13,0.0
4638,108.0,2.0,14.12.2016,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2016/004 ES/Comunidad Valenciana automotive,,,,,,Bud,Motion for resolution,s,Pons,A8-0379/2016,2016/2298/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0379&language=EN,Committee on Budgets,Budget,After paragraph 18,,,,,0.0,5,EUL/NGL,RCV,-,275,414,15,0.0
4639,108.0,3.0,14.12.2016,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2016/004 ES/Comunidad Valenciana automotive,,,,,,Bud,Motion for resolution,s,Pons,A8-0379/2016,2016/2298/BUD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0379&language=EN,Committee on Budgets,Budget,vote: resolution,,,,,1.0,,0,RCV,+,613,82,12,1.0
4640,108.0,1.0,14.12.2016,,Normalisation of the accounts of railway undertakings,,,,,***II,Leg,Draft legislative resolution,s,Kyllönen,A8-0368/2016,2013/0013/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0368&language=EN,Committee on Transport and Tourism,Transport & tourism,Proposal to reject the Council position,,,,,1.0,1,ENF,RCV,-,69,629,8,1.0
4641,108.0,1.0,14.12.2016,,Domestic passenger transport services by rail,,,,,***II,Leg,Draft legislative resolution,s,van de Camp,A8-0373/2016,2013/0028/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0373&language=EN,Committee on Transport and Tourism,Transport & tourism,Proposal to reject the Council position,,,,,0.0,1= 2= 3= 8=,EFDD Greens/ EFA ENF EUL/NGL,RCV,-,330,354,23,0.0
4642,108.0,2.0,14.12.2016,,Domestic passenger transport services by rail,,,,,***II,Leg,Draft legislative resolution,s,van de Camp,A8-0373/2016,2013/0028/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0373&language=EN,Committee on Transport and Tourism,Transport & tourism,"Article 4, after paragraph 4",,,,,0.0,4,S&D,RCV,-,333,349,24,0.0
4643,108.0,3.0,14.12.2016,,Domestic passenger transport services by rail,,,,,***II,Leg,Draft legislative resolution,s,van de Camp,A8-0373/2016,2013/0028/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0373&language=EN,Committee on Transport and Tourism,Transport & tourism,"Article 4, paragraph 6",,,,,0.0,9,EUL/NGL,RCV,-,150,530,25,0.0
4644,108.0,4.0,14.12.2016,,Domestic passenger transport services by rail,,,,,***II,Leg,Draft legislative resolution,s,van de Camp,A8-0373/2016,2013/0028/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0373&language=EN,Committee on Transport and Tourism,Transport & tourism,"Article 8, after paragraph 2",,,,,0.0,10,EUL/NGL,RCV,-,128,530,48,0.0
4645,108.0,5.0,14.12.2016,,Domestic passenger transport services by rail,,,,,***II,Leg,Draft legislative resolution,s,van de Camp,A8-0373/2016,2013/0028/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0373&language=EN,Committee on Transport and Tourism,Transport & tourism,Recital 7,,,,,0.0,5,EUL/NGL,RCV,-,127,525,47,0.0
4646,108.0,6.0,14.12.2016,,Domestic passenger transport services by rail,,,,,***II,Leg,Draft legislative resolution,s,van de Camp,A8-0373/2016,2013/0028/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0373&language=EN,Committee on Transport and Tourism,Transport & tourism,Recital 13,,,,,0.0,6,EUL/NGL,RCV,-,151,515,29,0.0
4647,108.0,7.0,14.12.2016,,Domestic passenger transport services by rail,,,,,***II,Leg,Draft legislative resolution,s,van de Camp,A8-0373/2016,2013/0028/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0373&language=EN,Committee on Transport and Tourism,Transport & tourism,Recital 14,,,,,0.0,7,EUL/NGL,RCV,-,159,517,29,0.0
4648,108.0,1.0,14.12.2016,,Single European railway area,,,,,***II,Leg,Draft legislative resolution,s,Sassoli,A8-0371/2016,2013/0029/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0371&language=EN,Committee on Transport and Tourism,Transport & tourism,Proposal to reject the Council position,,,,,0.0,1= 2= 3= 4,EFDD Greens/ EFA ENF EUL/NGL,RCV,-,250,459,1,0.0
4649,108.0,2.0,14.12.2016,,Single European railway area,,,,,***II,Leg,Draft legislative resolution,s,Sassoli,A8-0371/2016,2013/0029/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0371&language=EN,Committee on Transport and Tourism,Transport & tourism,"Article 1, after paragraph 2",,,,,0.0,5,EUL/NGL,RCV,-,161,485,49,0.0
