Vote ID,date,title,procedure,reading,type_of_vote,type_of_vote_en,rule,raporteur,url,committee_code,main_policy_name,subject,final_vote,author_name,am_no,result_code,yes,no,abstain,did_not_vote,absent,absent_motivated,is_main
81,2004-10-28 00:00:00,Naval sonars,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,ENVI,Environment & public health,§ 3,0,PPE-DE,1,-,206,259.0,15.0,0,0,0,0.0
82,2004-10-28 00:00:00,Naval sonars,RSP,Non,Motion for a resolution (as a whole),Motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,ENVI,Environment & public health,vote: resolution (as a whole),1,0,,+,441,15.0,14.0,0,0,0,1.0
83,2004-10-28 00:00:00,Iran,RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Foreign & security policy,vote: resolution (as a whole),1,0,,+,105,0.0,6.0,0,0,0,1.0
84,2004-11-17 00:00:00,Seed produced in third countries,CNS *,Leg,"Proposal for a Council directive, single vote","Proposal for a Council directive, single vote",s,Joseph Daul,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,AGRI,Agriculture,single vote,1,0,,+,559,15.0,4.0,0,0,0,1.0
85,2004-11-17 00:00:00,ARGO programme,CNS *,Leg,"Proposal for a Council decision, single vote","Proposal for a Council decision, single vote",s,Martine Roure,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,LIBE,"Civil liberties, justice & home affairs",single vote,1,0,,+,572,72.0,7.0,0,0,0,1.0
86,2004-11-17 00:00:00,Instrument of financial support (Cyprus),CNS *,Leg,Proposal for a Council regulation,Proposal for a Council regulation,s,Mechtild Rothe,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,AFET,Foreign & security policy,vote: legislative resolution,1,0,,+,618,39.0,24.0,0,0,0,1.0
87,2004-11-17 00:00:00,Arms exports,INI,Non,Motion for a resolution,Motion for a resolution,s,Raül Romeva i Rueda,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,AFET,Foreign & security policy,§ 40,0,PPE-DE,9D,+,400,250.0,32.0,0,0,0,0.0
88,2004-11-17 00:00:00,ALTHEA mission in Bosnia and Herzegovina,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,AFET,Foreign & security policy,Recital A,0,PPE-DE,8,+,507,75.0,102.0,0,0,0,0.0
89,2004-11-17 00:00:00,Climate change,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,ENVI,Environment & public health,§ 12,0,0,,+,639,19.0,24.0,0,0,0,0.0
90,2004-11-17 00:00:00,Climate change,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,ENVI,Environment & public health,vote: resolution (as a whole),1,0,,+,640,22.0,21.0,0,0,0,1.0
91,2004-11-17 00:00:00,Situation in Cuba,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,Recital B,0,0,,-,252,413.0,18.0,0,0,0,0.0
92,2004-11-17 00:00:00,Situation in Cuba,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,Recital D,0,0,,-,247,400.0,35.0,0,0,0,0.0
93,2004-11-17 00:00:00,Situation in Cuba,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,Recital F,0,0,,-,240,436.0,10.0,0,0,0,0.0
94,2004-11-17 00:00:00,Situation in Cuba,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,Recital G,0,0,,-,224,434.0,22.0,0,0,0,0.0
95,2004-11-17 00:00:00,Situation in Cuba,RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,vote: resolution (as a whole),1,0,,-,260,405.0,19.0,0,0,0,1.0
96,2004-11-17 00:00:00,Situation in Cuba,RSP,Non,Motion for resolution,Motion for resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,§ 6,0,"ALDE, UEN",1D,-,279,391.0,16.0,0,0,0,0.0
97,2004-11-17 00:00:00,Situation in Cuba,RSP,Non,Motion for resolution (as a whole),Motion for resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Foreign & security policy,vote: resolution (as a whole),1,,,+,376,281.0,26.0,0,0,0,1.0
98,2004-11-17 00:00:00,"European Council meeting (Brussels, 4-5 November 2004)",RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Constitutional and inter-institutional affairs,After § 11,0,GUE/NGL,3,-,304,360.0,15.0,0,0,0,0.0
99,2004-11-17 00:00:00,"European Council meeting (Brussels, 4-5 November 2004)",RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Constitutional and inter-institutional affairs,After § 11,0,GUE/NGL,5,-,244,409.0,24.0,0,0,0,0.0
100,2004-11-17 00:00:00,"European Council meeting (Brussels, 4-5 November 2004)",RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041117&secondRef=TOC,0,Constitutional and inter-institutional affairs,After § 34,0,ALDE,14,+,625,23.0,25.0,0,0,0,0.0
101,2004-11-18 00:00:00,Election of the Commission,NOM,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041118&secondRef=TOC,0,Constitutional and inter-institutional affairs,vote: resolution (as a whole),1,0,,+,478,84.0,98.0,0,0,0,1.0
102,2004-11-18 00:00:00,Election of the Commission,NOM,Non,Draft decision (as a whole),Draft decision (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041118&secondRef=TOC,0,Constitutional and inter-institutional affairs,vote: decision (as a whole),1,0,,+,449,149.0,82.0,0,0,0,1.0
103,2004-11-18 00:00:00,European Ombudsman - annual report for 2003,INI,Non,Motion for resolution (as a whole),Motion for resolution (as a whole),s,Proinsias De Rossa,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041118&secondRef=TOC,PETI,Petitions,vote: resolution (as a whole),1,0,,+,530,9.0,20.0,0,0,0,1.0
104,2004-11-18 00:00:00,Tibet (case of Tenzin Delek Rinpoche),RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041118&secondRef=TOC,0,Foreign & security policy,vote: resolution (as a whole),1,0,,+,104,1.0,3.0,0,0,0,1.0
105,2004-12-01 00:00:00,Change to the agenda,,Non,,,,,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041201&secondRef=TOC&language=EN,,Internal regulations of the EP,Change to the agenda,0,,,-,104,130.0,22.0,0,0,0,0.0
106,2004-12-02 00:00:00,EC-Monaco Agreement (taxation of savings income),CNS,Leg,"Proposal for a Council decision, single vote","Proposal for a Council decision, single vote",s,Jean-Paul Gauzès,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041202&secondRef=TOC,ECON,Economics,single vote,1,0,,+,449,12.0,40.0,0,0,0,1.0
107,2004-12-02 00:00:00,EU citizens' passports,CNS,Leg,Draft legislative resolution (as a whole),Draft legislative resolution (as a whole),s,Carlos Coelho,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041202&secondRef=TOC,LIBE,"Civil liberties, justice & home affairs",vote: legislative resolution (as a whole),1,0,,+,471,118.0,6.0,0,0,0,1.0
108,2004-12-02 00:00:00,Financial perspectives,RSP,Non,Motion for resolution (as a whole),Motion for resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041202&secondRef=TOC,Temporary Committee,Economics,After § 1,0,GUE/NGL,1,-,81,500.0,11.0,0,0,0,0.0
109,2004-12-02 00:00:00,Financial perspectives,RSP,Non,Motion for resolution (as a whole),Motion for resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041202&secondRef=TOC,Temporary Committee,Economics,vote: resolution (as a whole),1,0,,+,499,67.0,39.0,0,0,0,1.0
110,2004-12-14 00:00:00,Support for rural development,CNS,Leg,"Proposal for a Council decision, single vote","Proposal for a Council decision, single vote",s,Joseph Daul,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041214&secondRef=TOC,AGRI,Agriculture,single vote,1,0,,+,603,20.0,16.0,0,0,0,1.0
111,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,§ 1,0,IND/DEM,41,-,70,593.0,36.0,0,0,0,0.0
112,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 1,0,IND/DEM,42,-,64,608.0,28.0,0,0,0,0.0
113,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 1,0,IND/DEM,43,-,47,625.0,25.0,0,0,0,0.0
114,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,§ 5,0,Mr TOUBON,6,-,270,393.0,34.0,0,0,0,0.0
115,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 7,0,GUE/NGL,25,-,270,375.0,50.0,0,0,0,0.0
116,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 19,0,GUE/NGL,28,+,360,248.0,82.0,0,0,0,0.0
117,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 27,0,IND/DEM,45,-,192,471.0,27.0,0,0,0,0.0
118,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 27,0,IND/DEM,46/rev,-,103,551.0,38.0,0,0,0,0.0
119,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 27,0,IND/DEM,47,-,235,407.0,49.0,0,0,0,0.0
120,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 34,0,GUE/NGL,18,+,395,213.0,78.0,0,0,0,0.0
121,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 35,0,"Mr TOUBON
and others",83,+,332,325.0,16.0,0,0,0,0.0
122,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,§ 38,0,"Mr TOUBON
and others",5,-,272,378.0,34.0,0,0,0,0.0
123,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,§ 38,0,IND/DEM,48,-,129,531.0,19.0,0,0,0,0.0
124,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,§ 38,0,GUE/NGL,32,-,128,517.0,49.0,0,0,0,0.0
125,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 38,0,GUE/NGL,20,-,165,490.0,32.0,0,0,0,0.0
126,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,§ 40,0,GUE/NGL,21,-,85,548.0,25.0,0,0,0,0.0
127,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 41,0,IND/DEM,61,-,108,576.0,13.0,0,0,0,0.0
128,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,§ 42,0,0,,+,498,137.0,38.0,0,0,0,0.0
129,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,§ 44,0,"Mr TOUBON
and others",7,-,252,407.0,34.0,0,0,0,0.0
130,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 53,0,"Mr BROK
and others",78,+,481,167.0,38.0,0,0,0,0.0
131,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 53,0,"Mr BROK
and others",78,-,225,447.0,17.0,0,0,0,0.0
132,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 54,0,IND/DEM,51,-,68,606.0,9.0,0,0,0,0.0
133,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,§ 55,0,Verts/ALE,74,-,76,594.0,16.0,0,0,0,0.0
134,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 55,0,"Mr POSSELT
and others",65,-,227,451.0,13.0,0,0,0,0.0
135,2004-12-15 00:00:00,Turkey's progress towards accession,INI,Non,Motion for a resolution,Motion for a resolution,s,Camiel Eurlings,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041215&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 55,0,"Mrs DE
SARNEZ
and others",68,-,210,438.0,33.0,0,0,0,0.0
